what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1596461630415
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1596461630415
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1596461630415
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1596461630415
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1596461630415
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1596461630415
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1596461630415
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1596461630415
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1596461630415
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1596461630415
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1596461630415
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1596461630415
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1596461630415
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1596461630415
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1596461630415
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1596461630415
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1596461630415
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1596461630415
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1596461630415
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1596461630415
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1596461630415
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1596461630415
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1596461630415
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1596461630415
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1596461630415
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1596461630416
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1596461630416
os,sysinfo,,,"win32",1596461630417
arch,sysinfo,,,"x86_64",1596461630417
ws,sysinfo,,,"win32",1596461630417
locale,sysinfo,,,"en_US",1596461630417
processors,sysinfo,,,"8",1596461630417
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1596461630417
java.runtime.version,sysinfo,,,"1.8.0_241-b07",1596461630417
java.specification.name,sysinfo,,,"Java Platform API Specification",1596461630417
java.specification.vendor,sysinfo,,,"Oracle Corporation",1596461630417
java.specification.version,sysinfo,,,"1.8",1596461630417
java.vendor,sysinfo,,,"Oracle Corporation",1596461630417
java.version,sysinfo,,,"1.8.0_241",1596461630417
java.vm.info,sysinfo,,,"mixed mode",1596461630417
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1596461630417
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1596461630417
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1596461630417
java.vm.specification.version,sysinfo,,,"1.8",1596461630417
java.vm.vendor,sysinfo,,,"Oracle Corporation",1596461630417
java.vm.version,sysinfo,,,"25.241-b07",1596461630417
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596461636567
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596461636585
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1596461636621
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1596461646477
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1596461646486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461647024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461683793
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461690513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461711826
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.export",1596461711835
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461715543
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461720727
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1596461720790
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461724539
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461753552
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1596461753584
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1596461753666
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1596461753818
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1596461753822
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1596461756922
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1596461759968
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1596461761927
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596461767297
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596461782367
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1596461782864
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1596461782936
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596461782976
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596461783075
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1596461783635
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1596461783645
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596461788426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461812102
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461837476
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596461837534
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1596461838671
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596461845904
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1596461846261
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461849951
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461890862
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1596461893751
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1596461893783
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1596461893806
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461893841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461896521
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461896835
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461901805
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461901878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461904236
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1596461904497
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596461920270
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596461933434
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596461938785
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596461941765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596461943332
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462028059
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596462028100
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462036820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462038223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462041879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462043132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1596462043139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462047536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462058863
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596462072911
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596462077714
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1596462077803
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462078711
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462215198
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596462215227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462218226
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462273250
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596462275358
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462281407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462283619
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1596462286186
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596462288607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462289973
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462340555
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596462340602
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462343629
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462343706
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462344054
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462579010
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596462589812
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596462625393
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596462625464
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596462636581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462645018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462754465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462757286
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596462759421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462765400
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1596462769461
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462793702
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596462796555
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462833423
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596462833448
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462839623
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462888833
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596462890517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463170800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463173933
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463175459
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463177436
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596463182964
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463184480
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463201786
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596463213931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463215046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463271720
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463271748
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463272105
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596463283539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463284734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463365479
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1596463395135
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463396348
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463453950
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1596463462645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463464257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463464482
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463464827
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463484483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463498010
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463498138
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463498448
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463502318
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1596463521211
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463534213
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463536548
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463537364
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463539144
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1596463559340
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463565597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463566129
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463566211
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463573253
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463575314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463578880
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463584483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463587440
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463617738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1596463617748
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463620729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463661405
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463663038
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1596463667115
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463668977
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463672409
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463711752
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463713030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463723118
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463729224
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463730923
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463734180
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1596463763838
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463765257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463788523
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1596463788539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463789689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463791158
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1596463798974
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463799001
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463800557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463804339
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463835970
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1596463840149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463849541
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463878546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463878574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1596463880974
